session_id,campaign_id,point_id,x_m,y_m,z_m,samples_per_anchor,A1_rssi_01,A1_rssi_02,A1_rssi_03,A1_rssi_04,A1_rssi_05,A1_rssi_06,A1_rssi_07,A1_rssi_08,A1_rssi_09,A1_rssi_10,A1_rssi_11,A1_rssi_12,A1_rssi_13,A1_rssi_14,A1_rssi_15,A1_rssi_16,A1_rssi_17,A1_rssi_18,A1_rssi_19,A1_rssi_20,A1_rssi_21,A1_rssi_22,A1_rssi_23,A1_rssi_24,A1_rssi_25,A1_rssi_26,A1_rssi_27,A1_rssi_28,A1_rssi_29,A1_rssi_30,A1_rssi_31,A1_rssi_32,A1_rssi_33,A1_rssi_34,A1_rssi_35,A1_rssi_36,A1_rssi_37,A1_rssi_38,A1_rssi_39,A1_rssi_40,A1_rssi_41,A1_rssi_42,A1_rssi_43,A1_rssi_44,A1_rssi_45,A1_rssi_46,A1_rssi_47,A1_rssi_48,A1_rssi_49,A1_rssi_50,A1_rssi_mean,A1_rssi_std,A1_rssi_min,A1_rssi_max,A1_rssi_median,A1_channel_mean,A1_sample_count,A2_rssi_01,A2_rssi_02,A2_rssi_03,A2_rssi_04,A2_rssi_05,A2_rssi_06,A2_rssi_07,A2_rssi_08,A2_rssi_09,A2_rssi_10,A2_rssi_11,A2_rssi_12,A2_rssi_13,A2_rssi_14,A2_rssi_15,A2_rssi_16,A2_rssi_17,A2_rssi_18,A2_rssi_19,A2_rssi_20,A2_rssi_21,A2_rssi_22,A2_rssi_23,A2_rssi_24,A2_rssi_25,A2_rssi_26,A2_rssi_27,A2_rssi_28,A2_rssi_29,A2_rssi_30,A2_rssi_31,A2_rssi_32,A2_rssi_33,A2_rssi_34,A2_rssi_35,A2_rssi_36,A2_rssi_37,A2_rssi_38,A2_rssi_39,A2_rssi_40,A2_rssi_41,A2_rssi_42,A2_rssi_43,A2_rssi_44,A2_rssi_45,A2_rssi_46,A2_rssi_47,A2_rssi_48,A2_rssi_49,A2_rssi_50,A2_rssi_mean,A2_rssi_std,A2_rssi_min,A2_rssi_max,A2_rssi_median,A2_channel_mean,A2_sample_count,A3_rssi_01,A3_rssi_02,A3_rssi_03,A3_rssi_04,A3_rssi_05,A3_rssi_06,A3_rssi_07,A3_rssi_08,A3_rssi_09,A3_rssi_10,A3_rssi_11,A3_rssi_12,A3_rssi_13,A3_rssi_14,A3_rssi_15,A3_rssi_16,A3_rssi_17,A3_rssi_18,A3_rssi_19,A3_rssi_20,A3_rssi_21,A3_rssi_22,A3_rssi_23,A3_rssi_24,A3_rssi_25,A3_rssi_26,A3_rssi_27,A3_rssi_28,A3_rssi_29,A3_rssi_30,A3_rssi_31,A3_rssi_32,A3_rssi_33,A3_rssi_34,A3_rssi_35,A3_rssi_36,A3_rssi_37,A3_rssi_38,A3_rssi_39,A3_rssi_40,A3_rssi_41,A3_rssi_42,A3_rssi_43,A3_rssi_44,A3_rssi_45,A3_rssi_46,A3_rssi_47,A3_rssi_48,A3_rssi_49,A3_rssi_50,A3_rssi_mean,A3_rssi_std,A3_rssi_min,A3_rssi_max,A3_rssi_median,A3_channel_mean,A3_sample_count,A4_rssi_01,A4_rssi_02,A4_rssi_03,A4_rssi_04,A4_rssi_05,A4_rssi_06,A4_rssi_07,A4_rssi_08,A4_rssi_09,A4_rssi_10,A4_rssi_11,A4_rssi_12,A4_rssi_13,A4_rssi_14,A4_rssi_15,A4_rssi_16,A4_rssi_17,A4_rssi_18,A4_rssi_19,A4_rssi_20,A4_rssi_21,A4_rssi_22,A4_rssi_23,A4_rssi_24,A4_rssi_25,A4_rssi_26,A4_rssi_27,A4_rssi_28,A4_rssi_29,A4_rssi_30,A4_rssi_31,A4_rssi_32,A4_rssi_33,A4_rssi_34,A4_rssi_35,A4_rssi_36,A4_rssi_37,A4_rssi_38,A4_rssi_39,A4_rssi_40,A4_rssi_41,A4_rssi_42,A4_rssi_43,A4_rssi_44,A4_rssi_45,A4_rssi_46,A4_rssi_47,A4_rssi_48,A4_rssi_49,A4_rssi_50,A4_rssi_mean,A4_rssi_std,A4_rssi_min,A4_rssi_max,A4_rssi_median,A4_channel_mean,A4_sample_count
demo_s5,train_05,P11,1.5,2.1,0.5,50,-63.0,-64.0,-63.0,-63.0,-64.0,-63.0,-63.0,-64.0,-64.0,-63.0,-63.0,-63.0,-64.0,-64.0,-64.0,-64.0,-64.0,-63.0,-64.0,-63.0,-64.0,-63.0,-63.0,-64.0,-64.0,-64.0,-64.0,-64.0,-63.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-63.0,-63.0,-63.0,-64.0,-63.0,-63.0,-63.0,-63.0,-64.0,-64.0,-64.0,-63.0,-63.0,-63.56,0.4963869458396343,-64.0,-63.0,-64.0,1.0,50.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-72.0,-71.0,-71.0,-71.0,-71.0,-72.0,-71.0,-71.0,-71.0,-71.0,-72.0,-72.0,-71.0,-72.0,-72.0,-71.0,-70.0,-70.0,-71.0,-71.0,-71.0,-70.0,-71.0,-71.0,-70.0,-71.0,-70.0,-71.0,-71.0,-71.0,-71.02,0.4686149805543992,-72.0,-70.0,-71.0,1.0,50.0,-61.0,-63.0,-61.0,-62.0,-62.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-60.0,-62.0,-61.0,-62.0,-61.0,-61.0,-61.0,-62.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-60.0,-60.0,-61.0,-60.0,-61.0,-61.0,-60.0,-61.0,-60.0,-61.0,-61.0,-61.0,-61.0,-60.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,0.565685424949238,-63.0,-60.0,-61.0,1.0,50.0,-56.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-56.0,-57.0,-56.0,-57.0,-56.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-56.0,-57.0,-57.0,-56.0,-56.0,-56.0,-57.0,-56.0,-57.0,-57.0,-57.0,-56.0,-56.0,-56.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-56.0,-56.0,-56.0,-57.0,-57.0,-56.0,-57.0,-56.68,0.466476151587624,-57.0,-56.0,-57.0,1.0,50.0
demo_s5,train_05,P12,0.6,2.1,1.0,50,-61.0,-66.0,-67.0,-67.0,-60.0,-60.0,-60.0,-64.0,-63.0,-63.0,-60.0,-59.0,-59.0,-59.0,-58.0,-58.0,-61.0,-60.0,-58.0,-58.0,-59.0,-67.0,-66.0,-66.0,-66.0,-67.0,-67.0,-67.0,-68.0,-68.0,-67.0,-65.0,-65.0,-65.0,-68.0,-70.0,-74.0,-66.0,-67.0,-70.0,-69.0,-77.0,-76.0,-70.0,-72.0,-73.0,-67.0,-67.0,-69.0,-69.0,-65.36,4.803165622795033,-77.0,-58.0,-66.0,1.0,50.0,-74.0,-73.0,-68.0,-63.0,-65.0,-65.0,-65.0,-65.0,-64.0,-63.0,-64.0,-68.0,-69.0,-66.0,-66.0,-67.0,-66.0,-66.0,-62.0,-62.0,-61.0,-60.0,-61.0,-61.0,-61.0,-61.0,-62.0,-62.0,-63.0,-63.0,-64.0,-63.0,-63.0,-61.0,-61.0,-62.0,-61.0,-61.0,-62.0,-62.0,-62.0,-62.0,-63.0,-63.0,-63.0,-62.0,-63.0,-62.0,-62.0,-62.0,-63.6,2.891366458960192,-74.0,-60.0,-63.0,1.0,50.0,-74.0,-76.0,-71.0,-71.0,-70.0,-71.0,-72.0,-63.0,-62.0,-62.0,-58.0,-58.0,-57.0,-65.0,-63.0,-64.0,-65.0,-61.0,-58.0,-58.0,-57.0,-66.0,-68.0,-67.0,-57.0,-57.0,-57.0,-59.0,-57.0,-57.0,-64.0,-64.0,-65.0,-64.0,-63.0,-62.0,-63.0,-63.0,-63.0,-63.0,-62.0,-62.0,-66.0,-65.0,-65.0,-66.0,-65.0,-65.0,-65.0,-66.0,-63.64,4.650849384789837,-76.0,-57.0,-63.5,1.0,50.0,-66.0,-67.0,-67.0,-67.0,-60.0,-61.0,-61.0,-56.0,-56.0,-56.0,-53.0,-52.0,-52.0,-53.0,-52.0,-52.0,-51.0,-52.0,-52.0,-52.0,-52.0,-52.0,-53.0,-54.0,-54.0,-55.0,-56.0,-57.0,-55.0,-56.0,-57.0,-56.0,-57.0,-57.0,-57.0,-55.0,-55.0,-55.0,-56.0,-54.0,-58.0,-57.0,-55.0,-54.0,-54.0,-54.0,-53.0,-54.0,-53.0,-53.0,-55.72,3.980150750913839,-67.0,-51.0,-55.0,1.0,50.0
demo_s5,train_05,P13,0.6,1.2,1.0,50,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-72.0,-73.0,-73.0,-73.0,-73.0,-72.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-72.0,-73.0,-73.0,-74.0,-73.0,-74.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-72.0,-73.0,-73.0,-74.0,-73.0,-73.0,-73.0,-72.98,0.37363083384538803,-74.0,-72.0,-73.0,1.0,50.0,-63.0,-63.0,-63.0,-63.0,-64.0,-63.0,-63.0,-63.0,-63.0,-62.0,-63.0,-63.0,-63.0,-62.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-64.0,-63.0,-63.0,-63.0,-64.0,-63.0,-63.0,-63.0,-63.0,-63.0,-62.0,-63.0,-63.0,-63.0,-64.0,-63.0,-62.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-62.0,-63.0,-63.0,-63.0,-62.98,0.42379240200834184,-64.0,-62.0,-63.0,1.0,50.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-53.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-53.0,-53.0,-54.0,-54.0,-53.0,-53.0,-52.0,-50.0,-52.0,-52.0,-53.0,-53.0,-52.0,-52.0,-53.0,-53.0,-52.0,-52.0,-52.0,-53.0,-52.0,-52.0,-53.0,-52.0,-53.0,-52.0,-53.0,-53.18,0.9314504817756015,-54.0,-50.0,-53.0,1.0,50.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,0.0,-62.0,-62.0,-62.0,1.0,50.0
demo_s5,train_05,P14,1.5,1.2,0.5,50,-76.0,-77.0,-77.0,-77.0,-76.0,-76.0,-77.0,-77.0,-77.0,-77.0,-76.0,-77.0,-76.0,-76.0,-76.0,-77.0,-77.0,-76.0,-77.0,-77.0,-77.0,-77.0,-77.0,-76.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,-76.0,-76.0,-76.0,-77.0,-76.0,-77.0,-77.0,-77.0,-77.0,-76.0,-75.0,-77.0,-76.0,-77.0,-77.0,-77.0,-77.0,-76.0,-77.0,-76.64,0.52,-77.0,-75.0,-77.0,1.0,50.0,-67.0,-68.0,-67.0,-68.0,-67.0,-67.0,-68.0,-68.0,-67.0,-68.0,-68.0,-68.0,-68.0,-68.0,-67.0,-67.0,-68.0,-68.0,-68.0,-67.0,-68.0,-68.0,-67.0,-67.0,-68.0,-68.0,-68.0,-68.0,-68.0,-67.0,-68.0,-68.0,-67.0,-68.0,-68.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-68.0,-68.0,-68.0,-69.0,-68.0,-68.0,-68.0,-68.0,-67.0,-67.64,0.52,-69.0,-67.0,-68.0,1.0,50.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-52.0,-53.0,-53.0,-53.0,-53.0,-53.0,-52.0,-54.0,-53.0,-53.0,-52.0,-53.0,-53.0,-53.0,-53.0,-53.0,-50.0,-53.0,-52.0,-53.0,-52.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-54.0,-53.0,-52.0,-53.0,-53.0,-53.0,-52.0,-53.0,-53.0,-53.0,-52.0,-53.0,-52.0,-53.0,-53.0,-52.8,0.6,-54.0,-50.0,-53.0,1.0,50.0,-59.0,-60.0,-60.0,-59.0,-59.0,-59.0,-59.0,-59.0,-60.0,-59.0,-60.0,-60.0,-59.0,-59.0,-59.0,-59.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-60.0,-59.0,-60.0,-59.0,-59.0,-59.0,-59.0,-60.0,-59.0,-59.0,-59.0,-59.0,-59.0,-60.0,-59.0,-59.0,-59.0,-60.0,-59.0,-59.0,-59.0,-59.34,0.4737087712930805,-60.0,-59.0,-59.0,1.0,50.0
demo_s5,train_05,P15,2.4,1.2,1.0,50,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-65.0,-64.0,-64.0,-65.0,-64.0,-64.0,-63.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-65.0,-63.0,-64.0,-64.0,-64.0,-64.0,-65.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-63.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.02,0.3736308338453881,-65.0,-63.0,-64.0,1.0,50.0,-64.0,-64.0,-63.0,-63.0,-63.0,-64.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-64.0,-63.0,-63.0,-63.0,-63.0,-64.0,-63.0,-64.0,-63.0,-64.0,-63.0,-63.0,-63.0,-63.0,-64.0,-64.0,-63.0,-63.0,-63.0,-63.0,-63.0,-64.0,-64.0,-63.0,-64.0,-64.0,-63.0,-63.0,-63.0,-63.0,-63.0,-64.0,-63.0,-64.0,-64.0,-63.32,0.466476151587624,-64.0,-63.0,-63.0,1.0,50.0,-75.0,-75.0,-74.0,-75.0,-74.0,-75.0,-75.0,-75.0,-75.0,-74.0,-75.0,-75.0,-75.0,-75.0,-75.0,-74.0,-75.0,-75.0,-74.0,-74.0,-74.0,-75.0,-75.0,-74.0,-75.0,-75.0,-74.0,-75.0,-75.0,-75.0,-75.0,-75.0,-74.0,-75.0,-75.0,-75.0,-75.0,-75.0,-74.0,-74.0,-75.0,-75.0,-75.0,-74.0,-74.0,-74.0,-75.0,-75.0,-75.0,-75.0,-74.7,0.458257569495584,-75.0,-74.0,-75.0,1.0,50.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-65.0,-66.0,-66.0,-65.0,-66.0,-66.0,-66.0,-66.0,-67.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-65.0,-65.0,-66.0,-66.0,-65.0,-65.92,0.33704599092705434,-67.0,-65.0,-66.0,1.0,50.0
demo_s5,train_05,P16,3.3000000000000007,1.2,0.5,50,-65.0,-65.0,-65.0,-65.0,-66.0,-66.0,-66.0,-65.0,-65.0,-65.0,-65.0,-66.0,-65.0,-65.0,-65.0,-65.0,-65.0,-66.0,-66.0,-65.0,-65.0,-66.0,-65.0,-65.0,-65.0,-66.0,-66.0,-65.0,-65.0,-65.0,-66.0,-65.0,-66.0,-65.0,-66.0,-66.0,-66.0,-66.0,-65.0,-65.0,-65.0,-66.0,-65.0,-65.0,-65.0,-65.0,-66.0,-65.0,-66.0,-65.0,-65.36,0.48,-66.0,-65.0,-65.0,1.0,50.0,-68.0,-68.0,-68.0,-68.0,-68.0,-67.0,-68.0,-68.0,-67.0,-67.0,-68.0,-68.0,-68.0,-68.0,-68.0,-67.0,-67.0,-68.0,-68.0,-67.0,-67.0,-68.0,-68.0,-68.0,-68.0,-68.0,-69.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-67.0,-68.0,-67.0,-68.0,-67.0,-68.0,-67.0,-67.0,-68.0,-68.0,-67.78,0.46,-69.0,-67.0,-68.0,1.0,50.0,-60.0,-54.0,-60.0,-60.0,-59.0,-60.0,-60.0,-60.0,-60.0,-59.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-59.0,-60.0,-60.0,-60.0,-60.0,-60.0,-61.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-59.0,-60.0,-59.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-59.8,0.8944271909999157,-61.0,-54.0,-60.0,1.0,50.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-65.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-67.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-65.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-67.0,-66.0,-66.0,0.282842712474619,-67.0,-65.0,-66.0,1.0,50.0
demo_s5,train_05,P17,4.2,1.2,0.5,50,-60.0,-60.0,-67.0,-58.0,-59.0,-59.0,-68.0,-67.0,-67.0,-65.0,-65.0,-64.0,-63.0,-63.0,-62.0,-63.0,-63.0,-63.0,-72.0,-69.0,-64.0,-56.0,-59.0,-59.0,-59.0,-57.0,-58.0,-59.0,-56.0,-55.0,-56.0,-57.0,-57.0,-57.0,-58.0,-58.0,-60.0,-60.0,-61.0,-61.0,-60.0,-60.0,-56.0,-57.0,-60.0,-57.0,-57.0,-57.0,-60.0,-57.0,-60.5,3.8691084244306206,-72.0,-55.0,-60.0,1.0,50.0,-52.0,-54.0,-92.0,-92.0,-90.0,-86.0,-85.0,-51.0,-51.0,-51.0,-51.0,-50.0,-50.0,-51.0,-51.0,-50.0,-50.0,-51.0,-51.0,-52.0,-51.0,-51.0,-51.0,-51.0,-51.0,-50.0,-51.0,-52.0,-50.0,-51.0,-52.0,-51.0,-51.0,-52.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-52.0,-51.0,-51.0,-51.0,-52.0,-51.0,-51.0,-54.88,11.430905475945464,-92.0,-50.0,-51.0,1.0,50.0,-77.0,-87.0,-72.0,-72.0,-69.0,-69.0,-69.0,-68.0,-68.0,-70.0,-69.0,-70.0,-70.0,-71.0,-78.0,-82.0,-77.0,-74.0,-70.0,-68.0,-67.0,-73.0,-72.0,-70.0,-71.0,-70.0,-72.0,-71.0,-72.0,-71.0,-72.0,-74.0,-71.0,-76.0,-77.0,-76.0,-75.0,-73.0,-73.0,-74.0,-73.0,-72.0,-73.0,-74.0,-74.0,-72.0,-72.0,-73.0,-74.0,-74.0,-72.62,3.54902803595576,-87.0,-67.0,-72.0,1.0,50.0,-58.0,-68.0,-68.0,-78.0,-78.0,-78.0,-76.0,-75.0,-76.0,-75.0,-75.0,-76.0,-77.0,-77.0,-77.0,-75.0,-74.0,-74.0,-68.0,-67.0,-67.0,-65.0,-63.0,-59.0,-59.0,-59.0,-82.0,-76.0,-75.0,-74.0,-74.0,-74.0,-74.0,-74.0,-67.0,-62.0,-58.0,-58.0,-59.0,-58.0,-58.0,-59.0,-58.0,-60.0,-59.0,-58.0,-59.0,-59.0,-82.0,-83.0,-68.84,8.200878001775175,-83.0,-58.0,-71.0,1.0,50.0
demo_s5,train_05,P18,5.1,1.2,0.5,50,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-59.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-59.0,-59.0,-59.0,-58.0,-58.0,-59.0,-58.0,-58.0,-58.0,-58.0,-58.0,-59.0,-58.0,-58.0,-59.0,-58.0,-58.0,-58.0,-58.0,-59.0,-58.0,-60.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.2,0.4472135954999579,-60.0,-58.0,-58.0,1.0,50.0,-62.0,-61.0,-61.0,-61.0,-62.0,-62.0,-62.0,-61.0,-62.0,-62.0,-62.0,-61.0,-62.0,-62.0,-61.0,-61.0,-62.0,-62.0,-61.0,-61.0,-62.0,-62.0,-62.0,-61.0,-62.0,-62.0,-61.0,-61.0,-61.0,-62.0,-61.0,-61.0,-61.0,-61.0,-62.0,-61.0,-62.0,-62.0,-62.0,-61.0,-62.0,-61.0,-62.0,-61.0,-62.0,-62.0,-62.0,-61.0,-62.0,-61.0,-61.54,0.49839743177508444,-62.0,-61.0,-62.0,1.0,50.0,-68.0,-69.0,-69.0,-69.0,-68.0,-68.0,-69.0,-68.0,-69.0,-70.0,-69.0,-68.0,-68.0,-68.0,-68.0,-69.0,-68.0,-68.0,-69.0,-69.0,-68.0,-69.0,-69.0,-68.0,-68.0,-68.0,-69.0,-69.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-69.0,-68.0,-69.0,-69.0,-68.0,-69.0,-69.0,-69.0,-69.0,-69.0,-68.0,-68.0,-69.0,-69.0,-69.0,-68.52,0.5381449618829485,-70.0,-68.0,-68.5,1.0,50.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-61.0,-61.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-63.0,-62.0,-62.0,-62.0,-61.0,-62.0,-61.0,-62.0,-63.0,-62.0,-61.0,-61.0,-61.0,-61.0,-61.0,-60.0,-60.0,-60.0,-61.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.74,0.8199999999999998,-63.0,-60.0,-61.0,1.0,50.0
demo_s5,train_05,P19,3.3,0.3,0.5,50,-66.0,-67.0,-67.0,-66.0,-67.0,-67.0,-67.0,-67.0,-67.0,-66.0,-67.0,-67.0,-67.0,-67.0,-67.0,-66.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-66.0,-67.0,-67.0,-67.0,-67.0,-66.0,-67.0,-67.0,-67.0,-67.0,-67.0,-66.0,-67.0,-67.0,-68.0,-67.0,-67.0,-66.0,-67.0,-67.0,-67.0,-67.0,-66.0,-66.0,-66.0,-67.0,-66.0,-66.0,-66.76,0.47159304490206383,-68.0,-66.0,-67.0,1.0,50.0,-72.0,-72.0,-72.0,-72.0,-73.0,-73.0,-72.0,-73.0,-73.0,-72.0,-72.0,-73.0,-72.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-72.0,-73.0,-73.0,-73.0,-73.0,-74.0,-73.0,-72.0,-72.0,-72.0,-73.0,-72.0,-72.0,-72.0,-73.0,-72.0,-72.0,-72.0,-72.0,-72.0,-73.0,-72.0,-73.0,-73.0,-72.0,-72.58,0.532541078227774,-74.0,-72.0,-73.0,1.0,50.0,-71.0,-71.0,-72.0,-72.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-72.0,-71.0,-72.0,-72.0,-71.0,-71.0,-71.0,-72.0,-72.0,-72.0,-72.0,-71.0,-72.0,-72.0,-71.0,-72.0,-72.0,-71.0,-72.0,-71.0,-72.0,-72.0,-72.0,-71.0,-71.0,-72.0,-72.0,-71.0,-71.0,-72.0,-72.0,-71.0,-71.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-71.54,0.49839743177508444,-72.0,-71.0,-72.0,1.0,50.0,-68.0,-68.0,-68.0,-68.0,-67.0,-67.0,-68.0,-67.0,-67.0,-67.0,-67.0,-68.0,-69.0,-67.0,-67.0,-68.0,-67.0,-68.0,-67.0,-67.0,-67.0,-68.0,-67.0,-68.0,-68.0,-68.0,-68.0,-67.0,-67.0,-68.0,-67.0,-68.0,-68.0,-67.0,-68.0,-68.0,-68.0,-68.0,-68.0,-67.0,-67.0,-67.0,-68.0,-67.0,-68.0,-68.0,-67.0,-67.0,-68.0,-67.0,-67.54,0.5370288632839021,-69.0,-67.0,-68.0,1.0,50.0
demo_s5,train_05,P20,4.2,0.3,1.2,50,-59.0,-59.0,-60.0,-60.0,-60.0,-59.0,-60.0,-60.0,-60.0,-59.0,-60.0,-60.0,-59.0,-59.0,-60.0,-60.0,-60.0,-60.0,-59.0,-59.0,-59.0,-59.0,-60.0,-60.0,-59.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-59.0,-59.0,-60.0,-59.0,-60.0,-59.0,-60.0,-59.0,-60.0,-60.0,-60.0,-59.0,-59.0,-59.0,-60.0,-59.0,-59.0,-59.58,0.4935585071701226,-60.0,-59.0,-60.0,1.0,50.0,-65.0,-66.0,-66.0,-65.0,-65.0,-66.0,-65.0,-65.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-65.0,-66.0,-65.0,-66.0,-65.0,-66.0,-65.0,-65.0,-66.0,-65.0,-66.0,-66.0,-66.0,-66.0,-65.0,-66.0,-65.0,-65.0,-66.0,-65.0,-65.0,-66.0,-65.0,-66.0,-65.0,-66.0,-65.0,-66.0,-65.0,-65.0,-65.0,-65.0,-66.0,-66.0,-66.0,-65.54,0.49839743177508444,-66.0,-65.0,-66.0,1.0,50.0,-67.0,-67.0,-66.0,-67.0,-66.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-66.0,-68.0,-67.0,-66.0,-66.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-66.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,-68.0,-67.0,-67.0,-66.0,-67.0,-67.0,-66.9,0.41231056256176607,-68.0,-66.0,-67.0,1.0,50.0,-70.0,-70.0,-69.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-71.0,-70.0,-71.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-69.0,-70.0,-70.0,-71.0,-70.0,-70.0,-70.0,-70.0,-71.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-69.0,-70.0,-70.0,-71.0,-70.0,-70.0,-70.0,-70.0,-70.0,-71.0,-70.0,-71.0,-70.08,0.44,-71.0,-69.0,-70.0,1.0,50.0
